,loss,accuracy,val_loss,val_accuracy,lr
0,4.953498363494873,0.10580084472894669,4.464993476867676,0.03735823929309845,1e-04
1,4.079728126525879,0.10885392129421234,3.7217304706573486,0.10940627008676529,1e-04
2,3.4403369426727295,0.09534993022680283,3.1818552017211914,0.10940627008676529,1e-04
3,2.9812843799591064,0.10932362824678421,2.8004097938537598,0.10940627008676529,1e-04
4,2.7278895378112793,0.13022546470165253,2.6540474891662598,0.10940627008676529,5e-05
5,2.592167615890503,0.12317989766597748,2.528083086013794,0.10940627008676529,5e-05
6,2.5021822452545166,0.12588068842887878,2.4734270572662354,0.10940627008676529,2.5e-05
7,2.448068857192993,0.1186002790927887,2.420034170150757,0.10940627008676529,2.5e-05
8,2.409003973007202,0.11683889478445053,2.394885540008545,0.10940627008676529,1.25e-05
9,2.383740186691284,0.11554720252752304,2.369983196258545,0.10940627008676529,1.25e-05
10,2.361156940460205,0.11308126151561737,2.3502728939056396,0.10940627008676529,1e-05
11,2.3412375450134277,0.11777830123901367,2.3295915126800537,0.10940627008676529,1e-05
12,2.321418046951294,0.11777830123901367,2.310863971710205,0.10940627008676529,1e-05
13,2.3020615577697754,0.1146077960729599,2.2915427684783936,0.10940627008676529,1e-05
14,2.2831814289093018,0.12247534096240997,2.2721071243286133,0.10940627008676529,1e-05
15,2.2645602226257324,0.12259276956319809,2.2532918453216553,0.10940627008676529,1e-05
16,2.246748447418213,0.12294504791498184,2.2351205348968506,0.10940627008676529,1e-05
17,2.2292556762695312,0.13034288585186005,2.2182700634002686,0.10940627008676529,1e-05
18,2.2124667167663574,0.13750587403774261,2.200451135635376,0.10940627008676529,1e-05
19,2.1965558528900146,0.14243777096271515,2.1840498447418213,0.10940627008676529,1e-05
20,2.1810944080352783,0.14913104474544525,2.172001600265503,0.10940627008676529,1e-05
21,2.1662774085998535,0.16134335100650787,2.157374382019043,0.10940627008676529,1e-05
22,2.152198314666748,0.16040395200252533,2.1426498889923096,0.10940627008676529,1e-05
23,2.138593912124634,0.1869422197341919,2.124201536178589,0.10673782229423523,1e-05
24,2.1252410411834717,0.20725692808628082,2.1083898544311523,0.10473649203777313,1e-05
25,2.114501714706421,0.1166040375828743,2.112539768218994,0.05136757716536522,1e-05
26,2.105593681335449,0.07914514094591141,2.101560354232788,0.054703135043382645,1e-05
27,2.094304323196411,0.08008454740047455,2.0912303924560547,0.05537024512887001,1e-05
28,2.084127426147461,0.09863785654306412,2.0742266178131104,0.11007338017225266,1e-05
29,2.072787284851074,0.22240488231182098,2.0516562461853027,0.11007338017225266,1e-05
