,loss,accuracy,val_loss,val_accuracy,lr
0,5.3592400550842285,0.49166274070739746,4.488025665283203,0.7371581196784973,1e-04
1,4.045931816101074,0.7228745818138123,3.7255024909973145,0.8052034974098206,1e-04
2,3.259021043777466,0.8141146302223206,3.351963520050049,0.7998665571212769,1e-04
3,2.7025673389434814,0.8768200874328613,2.8951611518859863,0.8178786039352417,1e-04
4,2.2319276332855225,0.9348285794258118,2.494701623916626,0.8352234959602356,1e-04
5,1.8841015100479126,0.9549084305763245,2.2692978382110596,0.8332221508026123,1e-04
6,1.6682666540145874,0.9214419722557068,2.1166491508483887,0.7831888198852539,1e-04
7,1.37507963180542,0.9598402976989746,1.788440227508545,0.8545697331428528,5e-05
8,1.223534345626831,0.9868482947349548,1.8310271501541138,0.8465643525123596,5e-05
9,1.1135940551757812,0.9866134524345398,1.7586681842803955,0.824549674987793,5e-05
10,1.0405222177505493,0.9822686910629272,1.5643738508224487,0.8559039235115051,2.5e-05
11,0.9845487475395203,0.9922499060630798,1.5653091669082642,0.8685790300369263,2.5e-05
12,0.9464873671531677,0.9915453195571899,1.4830323457717896,0.8605737090110779,2.5e-05
13,0.8975421786308289,0.9967120885848999,1.4729334115982056,0.8559039235115051,2.5e-05
14,0.8667430281639099,0.9961249232292175,1.4558327198028564,0.8579052686691284,1.25e-05
15,0.8450225591659546,0.9965946674346924,1.4316256046295166,0.8605737090110779,1.25e-05
16,0.8242328763008118,0.997416615486145,1.417955756187439,0.8632421493530273,1e-05
17,0.8067278265953064,0.9977688789367676,1.393513798713684,0.8632421493530273,1e-05
18,0.7875284552574158,0.9992954730987549,1.3903354406356812,0.8625750541687012,1e-05
19,0.7696346640586853,0.9984734654426575,1.3979744911193848,0.8565710186958313,1e-05
20,0.7516555786132812,0.9970643520355225,1.394370198249817,0.8525683879852295,1e-05
