,loss,accuracy,val_loss,val_accuracy,lr
0,6.293337345123291,0.4064443111419678,5.59909725189209,0.7175324559211731,1e-04
1,5.460883617401123,0.617297887802124,5.527621746063232,0.7662337422370911,1e-04
2,5.054984092712402,0.7077444791793823,5.2871551513671875,0.7857142686843872,1e-04
3,4.879609107971191,0.7490107417106628,5.069333553314209,0.8116883039474487,1e-04
4,4.671755313873291,0.788581132888794,4.795840740203857,0.7889610528945923,1e-04
5,4.471236228942871,0.8015828132629395,4.643613338470459,0.8344155550003052,1e-04
6,4.300868988037109,0.8462408185005188,4.571617603302002,0.8474025726318359,1e-04
7,4.165699481964111,0.8682871460914612,4.4608635902404785,0.8733766078948975,1e-04
8,4.136136531829834,0.8535895943641663,4.447403430938721,0.8051947951316833,1e-04
9,3.9602320194244385,0.874505341053009,4.278080940246582,0.8603895902633667,1e-04
10,3.8215417861938477,0.9089881181716919,4.18870735168457,0.8636363744735718,5e-05
11,3.741050958633423,0.9112492799758911,4.102128505706787,0.8766233921051025,5e-05
12,3.6819097995758057,0.9146410226821899,4.037492275238037,0.8701298832893372,5e-05
13,3.609175205230713,0.9276427626609802,4.054594993591309,0.8538960814476013,5e-05
14,3.556791067123413,0.9265121817588806,3.9637229442596436,0.8733766078948975,2.5e-05
15,3.511747121810913,0.9440361857414246,3.9649364948272705,0.850649356842041,2.5e-05
16,3.485112190246582,0.9468626379966736,3.9703571796417236,0.8701298832893372,1.25e-05
