,loss,accuracy,val_loss,val_accuracy,lr
0,6.337397575378418,0.38948559761047363,5.564395427703857,0.7175324559211731,1e-04
1,5.750097274780273,0.5867722034454346,5.041999340057373,0.7337662577629089,1e-04
2,5.179656505584717,0.6478236317634583,4.674526691436768,0.7727272510528564,1e-04
3,4.747456073760986,0.7026568651199341,4.40290641784668,0.7857142686843872,1e-04
4,4.398765563964844,0.7439231276512146,4.210879802703857,0.7727272510528564,1e-04
5,4.0904974937438965,0.7812323570251465,3.996729850769043,0.801948070526123,1e-04
6,3.884700298309326,0.8100621700286865,3.840217113494873,0.8474025726318359,1e-04
7,3.645719528198242,0.8162803649902344,3.7041268348693848,0.8344155550003052,1e-04
8,3.464092969894409,0.8439796566963196,3.5343785285949707,0.850649356842041,1e-04
9,3.2503139972686768,0.8869417905807495,3.40988826751709,0.8474025726318359,1e-04
10,3.1048495769500732,0.876766562461853,3.2827186584472656,0.8538960814476013,1e-04
11,2.936812400817871,0.8875070810317993,3.1649281978607178,0.8571428656578064,1e-04
12,2.7856526374816895,0.9033352136611938,3.0467448234558105,0.8538960814476013,1e-04
13,2.6718239784240723,0.920293927192688,3.0041656494140625,0.8376623392105103,1e-04
14,2.5474424362182617,0.9299039244651794,2.83359432220459,0.8668830990791321,5e-05
15,2.4817392826080322,0.9276427626609802,2.7937958240509033,0.8733766078948975,5e-05
16,2.4107563495635986,0.9434708952903748,2.74936842918396,0.8733766078948975,5e-05
17,2.3734536170959473,0.9423403143882751,2.65494966506958,0.8701298832893372,5e-05
18,2.2954413890838623,0.9440361857414246,2.661233425140381,0.8798701167106628,2.5e-05
19,2.2753825187683105,0.9525155425071716,2.669508934020996,0.8701298832893372,2.5e-05
