,loss,accuracy,val_loss,val_accuracy,lr
0,4.415163516998291,0.8965035080909729,6.705526828765869,0.7142857313156128,1e-04
1,4.212726593017578,0.9300699234008789,8.613961219787598,0.6666666865348816,1e-04
2,4.023090362548828,0.9468531608581543,6.616331100463867,0.7539682388305664,1e-04
3,3.8821020126342773,0.9440559148788452,7.9412760734558105,0.7301587462425232,1e-04
4,3.7552812099456787,0.9496503472328186,5.484198570251465,0.8015872836112976,1e-04
5,3.620107889175415,0.9398601651191711,6.50079345703125,0.738095223903656,1e-04
6,3.466114044189453,0.9720279574394226,4.8170247077941895,0.7857142686843872,1e-04
7,3.3584442138671875,0.966433584690094,4.658754348754883,0.8333333134651184,5e-05
8,3.2608022689819336,0.988811194896698,4.569538116455078,0.8333333134651184,5e-05
9,3.2340049743652344,0.9818181991577148,4.277523994445801,0.841269850730896,5e-05
10,3.1724185943603516,0.977622389793396,4.10146427154541,0.8333333134651184,5e-05
11,3.098320722579956,0.9860140085220337,3.9103903770446777,0.8333333134651184,5e-05
12,3.0354177951812744,0.9972028136253357,3.785764217376709,0.8492063283920288,2.5e-05
13,3.0036637783050537,0.9958041906356812,3.7070295810699463,0.8492063283920288,2.5e-05
14,2.9861109256744385,0.9902098178863525,3.571366310119629,0.89682537317276,2.5e-05
15,2.9518277645111084,0.9958041906356812,3.4299890995025635,0.8650793433189392,2.5e-05
16,2.9409873485565186,0.988811194896698,3.4989969730377197,0.8730158805847168,2.5e-05
17,2.9106547832489014,0.9944055676460266,3.359834671020508,0.9126983880996704,1.25e-05
18,2.8969428539276123,0.9916083812713623,3.258880853652954,0.8888888955116272,1.25e-05
19,2.8816604614257812,0.9958041906356812,3.266587495803833,0.8888888955116272,1.25e-05
20,2.8751914501190186,0.9902098178863525,3.303220272064209,0.9047619104385376,1e-05
21,2.853445529937744,0.9944055676460266,3.189786672592163,0.9047619104385376,1e-05
22,2.843179225921631,0.9930070042610168,3.0919344425201416,0.9285714030265808,1e-05
23,2.822911262512207,1.0,3.1283016204833984,0.89682537317276,1e-05
24,2.818657636642456,0.9972028136253357,3.1190543174743652,0.9126983880996704,1e-05
25,2.804023265838623,0.9958041906356812,3.0860683917999268,0.920634925365448,1e-05
26,2.8012311458587646,0.9930070042610168,3.2050936222076416,0.8888888955116272,1e-05
27,2.7810449600219727,0.9986013770103455,3.0045292377471924,0.9285714030265808,1e-05
28,2.7669565677642822,0.9986013770103455,3.1190733909606934,0.920634925365448,1e-05
29,2.76780366897583,0.9944055676460266,3.046473264694214,0.9444444179534912,1e-05
